PROJECTID,DESCRIPTION,METHODOLOGY,INDUSTRY,STDAT,ECC,S/4HANA,BTP,RAP,CAP,DATAREPLICATION,BAS,MOBILEDEVLOPMENT,GENAI,NARROWAI,NOPACK,COMPLEXITY,REGION,UI,BE,CNF,FUNAI,UX,TRANSLATION,TESTING,SPRINT0
P0208,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,10,45.5000,137,98,32,5,25,49,10
P0209,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,10,45.5000,137,98,32,5,25,49,10
P0210,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0211,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0212,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0213,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0214,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0215,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0216,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0217,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0218,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0219,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0220,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,10,45.5000,238,98,50,5,35,51,15
P0221,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,0,1,1,100,18.0000,28,0,7,5,0,19,5
P0222,BEELINE,Agile,Cross,45323,0,1,0,0,0,0,0,0,0,0,1,1,100,23.0000,34,0,9,5,0,24,5
P0223,BEELINE,Agile,Cross,45323,0,0,1,0,0,0,0,0,0,0,1,1,100,0.0000,5,20,0,0,0,1,5
P0224,BEELINE,Agile,Cross,45323,0,0,0,1,0,0,0,0,0,0,1,1,100,0.0000,5,15,0,0,0,1,5
P0225,BEELINE,Agile,Cross,45323,0,0,0,0,1,0,0,0,0,0,1,1,100,0.0000,5,15,0,0,0,1,5
P0226,BEELINE,Agile,Cross,45323,0,0,0,0,0,1,0,0,0,0,1,1,100,0.0000,5,23,0,0,0,1,5
P0227,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,1,0,0,0,1,1,100,0.0000,5,15,0,0,0,1,5
P0228,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,1,0,0,1,1,100,28.0000,40,10,11,5,0,29,5
P0229,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,1,0,1,1,100,0.0000,40,0,15,0,0,1,5
P0230,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,0,1,1,1,100,0.0000,24,0,18,0,0,1,5
P0231,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,1,100,32.0000,45,0,12,5,0,33,5
P0232,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,1,100,32.0000,45,0,12,5,0,33,5
P0233,BEELINE,Agile,Cross,45323,1,0,1,0,0,0,0,0,0,0,1,1,100,18.0000,28,20,7,5,0,19,5
P0234,BEELINE,Agile,Cross,45323,1,0,0,1,0,0,0,0,0,0,1,1,100,18.0000,28,15,7,5,0,19,5
P0235,BEELINE,Agile,Cross,45323,1,0,0,0,1,0,0,0,0,0,1,1,100,18.0000,28,15,7,5,0,19,5
P0236,BEELINE,Agile,Cross,45323,1,0,0,0,0,1,0,0,0,0,1,1,100,18.0000,29,23,7,5,0,19,5
P0237,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,1,0,0,0,1,1,100,18.0000,28,15,7,5,0,19,5
P0238,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,1,0,0,1,1,100,37.0000,52,10,14,5,0,39,5
P0239,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,1,0,1,1,100,18.0000,79,0,22,5,0,20,5
P0240,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,1,1,1,100,18.0000,56,0,25,5,0,20,5
P0241,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,1,100,32.0000,45,0,12,5,0,33,5
P0242,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,1,100,32.0000,45,0,12,5,0,33,5
P0243,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,1,100,32.0000,45,20,12,5,0,33,5
P0244,BEELINE,Agile,Cross,45323,1,1,0,1,0,0,0,0,0,0,1,1,100,32.0000,45,15,12,5,0,33,5
P0245,BEELINE,Agile,Cross,45323,1,1,0,0,1,0,0,0,0,0,1,1,100,32.0000,45,15,12,5,0,33,5
P0246,BEELINE,Agile,Cross,45323,1,1,0,0,0,1,0,0,0,0,1,1,100,32.0000,46,23,12,5,0,33,5
P0247,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,1,0,0,0,1,1,100,32.0000,45,15,12,5,0,33,5
P0248,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,1,0,0,1,1,100,45.5000,62,10,17,5,0,47,5
P0249,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,1,0,1,1,100,32.0000,108,0,27,5,0,35,10
P0250,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,1,1,1,100,32.0000,79,0,30,5,0,34,5
P0251,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,1,100,32.0000,45,20,12,5,0,33,5
P0252,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,1,100,32.0000,45,20,12,5,0,33,5
P0253,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,1,100,32.0000,45,20,12,5,0,33,5
P0254,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0255,BEELINE,Agile,Cross,45323,1,1,1,0,1,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0256,BEELINE,Agile,Cross,45323,1,1,1,0,0,1,0,0,0,0,1,1,100,32.0000,46,43,12,5,0,33,5
P0257,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,1,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0258,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,1,0,0,1,1,100,45.5000,62,30,17,5,0,47,10
P0259,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,1,0,1,1,100,32.0000,108,20,27,5,0,35,10
P0260,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,1,1,1,100,32.0000,79,20,30,5,0,34,5
P0261,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0262,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0263,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0264,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,1,100,32.0000,45,35,12,5,0,33,5
P0265,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0266,BEELINE,Agile,Cross,45323,1,1,1,1,0,1,0,0,0,0,1,1,100,32.0000,46,58,12,5,0,33,5
P0267,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,1,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0268,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,1,0,0,1,1,100,45.5000,62,45,17,5,0,47,10
P0269,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,1,0,1,1,100,32.0000,108,35,27,5,0,35,10
P0270,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,1,1,1,100,32.0000,79,35,30,5,0,34,10
P0271,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0272,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0273,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0274,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0275,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,1,100,32.0000,45,50,12,5,0,33,5
P0276,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0277,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,1,0,0,0,1,1,100,32.0000,45,65,12,5,0,33,5
P0278,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,1,0,0,1,1,100,45.5000,62,60,17,5,0,47,10
P0279,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,1,0,1,1,100,32.0000,108,50,27,5,0,35,10
P0280,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,1,1,1,100,32.0000,79,50,30,5,0,34,10
P0281,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0282,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0283,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0284,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0285,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0286,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,1,100,32.0000,46,73,12,5,0,33,10
P0287,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0288,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,1,0,0,1,1,100,45.5000,63,83,17,5,0,47,10
P0289,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,1,0,1,1,100,32.0000,109,73,27,5,0,35,10
P0290,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,1,1,1,100,32.0000,80,73,30,5,0,34,10
P0291,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0292,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0293,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0294,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0295,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0296,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0297,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,1,100,32.0000,46,88,12,5,0,33,10
P0298,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0299,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,1,0,1,1,100,32.0000,109,88,27,5,0,35,10
P0300,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,1,1,1,100,32.0000,80,88,30,5,0,34,10
P0301,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0302,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0303,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0304,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0305,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0306,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0307,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0308,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,1,100,45.5000,63,98,17,5,0,47,10
P0309,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0310,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,1,1,1,100,45.5000,104,98,35,5,0,48,10
P0311,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0312,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0313,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0314,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0315,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0316,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0317,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0318,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0319,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,1,1,100,45.5000,137,98,32,5,0,49,10
P0320,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0321,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0322,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0323,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0324,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0325,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0326,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0327,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0328,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0329,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0330,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,1,1,100,45.5000,238,98,50,5,0,51,15
P0331,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,0,1,2,1,22.5000,34,0,9,5,6,24,6.25
P0332,BEELINE,Agile,Cross,45323,0,1,0,0,0,0,0,0,0,0,1,2,1,28.7500,41,0,11,5,7,30,6.25
P0333,BEELINE,Agile,Cross,45323,0,0,1,0,0,0,0,0,0,0,1,2,1,0.0000,5,25,0,0,1,1,6.25
P0334,BEELINE,Agile,Cross,45323,0,0,0,1,0,0,0,0,0,0,1,2,1,0.0000,5,18.75,0,0,1,1,6.25
P0335,BEELINE,Agile,Cross,45323,0,0,0,0,1,0,0,0,0,0,1,2,1,0.0000,5,18.75,0,0,1,1,6.25
P0336,BEELINE,Agile,Cross,45323,0,0,0,0,0,1,0,0,0,0,1,2,1,0.0000,5,28.75,0,0,1,1,6.25
P0337,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,1,0,0,0,1,2,1,0.0000,5,18.75,0,0,1,1,6.25
P0338,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,1,0,0,1,2,1,35.0000,49,12.5,13,5,9,36,6.25
P0339,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,1,0,1,2,1,0.0000,40,0,15,0,5,1,6.25
P0340,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,0,1,1,2,1,0.0000,24,0,18,0,4,1,6.25
P0341,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,2,1,40.0000,55,0,15,5,10,42,6.25
P0342,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,2,1,40.0000,55,0,15,5,10,42,6.25
P0343,BEELINE,Agile,Cross,45323,1,0,1,0,0,0,0,0,0,0,1,2,1,22.5000,34,25,9,5,6,24,6.25
P0344,BEELINE,Agile,Cross,45323,1,0,0,1,0,0,0,0,0,0,1,2,1,22.5000,34,18.75,9,5,6,24,6.25
P0345,BEELINE,Agile,Cross,45323,1,0,0,0,1,0,0,0,0,0,1,2,1,22.5000,34,18.75,9,5,6,24,6.25
P0346,BEELINE,Agile,Cross,45323,1,0,0,0,0,1,0,0,0,0,1,2,1,22.5000,35,28.75,9,5,6,24,6.25
P0347,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,1,0,0,0,1,2,1,22.5000,34,18.75,9,5,6,24,6.25
P0348,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,1,0,0,1,2,1,46.2500,63,12.5,17,5,11,48,12.5
P0349,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,1,0,1,2,1,22.5000,90,0,24,5,12,25,6.25
P0350,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,1,1,2,1,22.5000,65,0,27,5,10,24,6.25
P0351,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,2,1,40.0000,55,0,15,5,10,42,6.25
P0352,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,1,2,1,40.0000,55,0,15,5,10,42,6.25
P0353,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,2,1,40.0000,55,25,15,5,10,42,6.25
P0354,BEELINE,Agile,Cross,45323,1,1,0,1,0,0,0,0,0,0,1,2,1,40.0000,55,18.75,15,5,10,42,6.25
P0355,BEELINE,Agile,Cross,45323,1,1,0,0,1,0,0,0,0,0,1,2,1,40.0000,55,18.75,15,5,10,42,6.25
P0356,BEELINE,Agile,Cross,45323,1,1,0,0,0,1,0,0,0,0,1,2,1,40.0000,56,28.75,15,5,10,42,6.25
P0357,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,1,0,0,0,1,2,1,40.0000,55,18.75,15,5,10,42,6.25
P0358,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,1,0,0,1,2,1,56.8750,77,12.5,21,10,14,59,12.5
P0359,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,1,0,1,2,1,40.0000,124,0,30,5,16,43,12.5
P0360,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,1,1,2,1,40.0000,93,0,33,5,14,42,12.5
P0361,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,2,1,40.0000,55,25,15,5,10,42,6.25
P0362,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,2,1,40.0000,55,25,15,5,10,42,6.25
P0363,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,1,2,1,40.0000,55,25,15,5,10,42,6.25
P0364,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0365,BEELINE,Agile,Cross,45323,1,1,1,0,1,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0366,BEELINE,Agile,Cross,45323,1,1,1,0,0,1,0,0,0,0,1,2,1,40.0000,56,53.75,15,5,10,42,12.5
P0367,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,1,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0368,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,1,0,0,1,2,1,56.8750,77,37.5,21,10,14,59,12.5
P0369,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,1,0,1,2,1,40.0000,124,25,30,5,16,43,12.5
P0370,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,1,1,2,1,40.0000,93,25,33,5,14,42,12.5
P0371,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0372,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0373,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0374,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,1,2,1,40.0000,55,43.75,15,5,10,42,12.5
P0375,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0376,BEELINE,Agile,Cross,45323,1,1,1,1,0,1,0,0,0,0,1,2,1,40.0000,56,72.5,15,5,10,42,12.5
P0377,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,1,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0378,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,1,0,0,1,2,1,56.8750,77,56.25,21,10,14,59,12.5
P0379,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,1,0,1,2,1,40.0000,124,43.75,30,5,16,43,12.5
P0380,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,1,1,2,1,40.0000,93,43.75,33,5,14,42,12.5
P0381,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0382,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0383,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0384,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0385,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,1,2,1,40.0000,55,62.5,15,5,10,42,12.5
P0386,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0387,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,1,0,0,0,1,2,1,40.0000,55,81.25,15,5,10,42,12.5
P0388,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,1,0,0,1,2,1,56.8750,77,75,21,10,14,59,12.5
P0389,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,1,0,1,2,1,40.0000,124,62.5,30,5,16,43,12.5
P0390,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,1,1,2,1,40.0000,93,62.5,33,5,14,42,12.5
P0391,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0392,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0393,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0394,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0395,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0396,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,1,2,1,40.0000,56,91.25,15,5,10,42,12.5
P0397,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0398,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,1,0,0,1,2,1,56.8750,79,103.75,21,10,14,59,12.5
P0399,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,1,0,1,2,1,40.0000,125,91.25,30,5,16,43,12.5
P0400,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,1,1,2,1,40.0000,94,91.25,33,5,14,42,12.5
P0401,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0402,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0403,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0404,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0405,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0406,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0407,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,1,2,1,40.0000,56,110,15,5,10,42,12.5
P0408,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,2,1,56.8750,79,122.5,21,10,14,59,12.5
P0409,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,1,0,1,2,1,40.0000,125,110,30,5,16,43,12.5
P0410,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,1,1,2,1,40.0000,94,110,33,5,14,42,12.5
P0411,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,2,1,56.8750,79,122.5,21,10,14,59,12.5
P0412,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,1,2,1,56.8750,79,122.5,21,10,14,59,12.5
